N,k,steps,lam,metric,marginal_mean,marginal_sd,marginal_n,edlm_mean,edlm_sd,edlm_n,diff_mean,diff_sd,diff_se,diff_n
30,2,16,0.0,novel_qed_mean,0.45791870978759286,0.004478147833292946,5,0.4577015335145577,0.0053265070899476035,5,0.00021717627303516896,0.00808085359873383,0.0036138675925985304,5
30,2,16,0.0,max,0.6633312450688507,0.012557168993860716,5,0.6728048049870307,0.0153794853697941,5,-0.009473559918180042,0.02326227742940495,0.010403206728721706,5
30,2,16,20.0,valid,1148.6,21.559220765138985,5,1147.2,4.43846820423443,5,1.4,17.558473737771173,7.852388171760231,5
30,2,16,20.0,novel,528.6,28.16558183315232,5,525.8,18.294808006644946,5,2.8,17.991664736760743,8.046117075956575,5
30,2,16,20.0,hits@0.6,17.6,5.412947441089743,5,21.4,7.635443667528429,5,-3.8,10.497618777608569,4.694677837722201,5
30,2,16,20.0,hits@0.65,4.0,2.0,5,3.4,2.3021728866442674,5,0.6,2.8809720581775866,1.2884098726725124,5
30,2,16,20.0,novel_qed_mean,0.4756401216336886,0.001904144542169425,5,0.4773543685341715,0.0029894812314630306,5,-0.0017142469004829519,0.0036879073595491867,0.001649282310134748,5
30,2,16,20.0,max,0.6854160996029983,0.012184852580485727,5,0.6757156872366747,0.01690659089530429,5,0.009700412366323574,0.020361335868939498,0.009105866223130693,5
30,2,16,200.0,valid,1153.0,21.828879952943073,5,1145.4,13.538833036861043,5,7.6,27.051802158081816,12.09793370786929,5
30,2,16,200.0,novel,555.2,14.75466028073842,5,553.8,21.135278564523347,5,1.4,16.637307474468336,7.4404300950953095,5
30,2,16,200.0,hits@0.6,29.6,4.219004621945797,5,33.4,6.8044103344816,5,-3.8,9.959919678390985,4.454211490264017,5
30,2,16,200.0,hits@0.65,5.4,1.140175425099138,5,5.6,3.646916505762094,5,-0.2,2.7748873851023217,1.2409673645990857,5
